datetime,count
2011-01-20 00:00:00,15.222517590614064
2011-01-20 01:00:00,16.066803797713444
2011-01-20 02:00:00,17.791473833472935
2011-01-20 03:00:00,20.10533208105925
2011-01-20 04:00:00,22.263512652364405
2011-01-20 05:00:00,22.420731962148643
2011-01-20 06:00:00,23.850904738181846
2011-01-20 07:00:00,28.54585622092344
2011-01-20 08:00:00,31.84426014495103
2011-01-20 09:00:00,38.17585557641378
2011-01-20 10:00:00,47.26165527296238
2011-01-20 11:00:00,56.138502026995255
2011-01-20 12:00:00,66.43656967569461
2011-01-20 13:00:00,68.33135593340623
2011-01-20 14:00:00,79.05511620498429
2011-01-20 15:00:00,91.80058218094037
2011-01-20 16:00:00,91.09409574609906
2011-01-20 17:00:00,100.50149528255203
2011-01-20 18:00:00,93.14250892128847
2011-01-20 19:00:00,104.86899713027547
2011-01-20 20:00:00,108.52238866135308
2011-01-20 21:00:00,115.01881900827269
2011-01-20 22:00:00,118.27720988775745
2011-01-20 23:00:00,131.70100510102807
2011-01-21 00:00:00,11.569808966710625
2011-01-21 01:00:00,12.811754975112565
2011-01-21 02:00:00,12.981637718026157
2011-01-21 03:00:00,12.990927318927744
2011-01-21 04:00:00,12.573245497832575
2011-01-21 05:00:00,22.965019424862298
2011-01-21 06:00:00,25.873833542799282
2011-01-21 07:00:00,29.39855513434952
2011-01-21 08:00:00,34.83522571299406
2011-01-21 09:00:00,36.382838816747274
2011-01-21 10:00:00,43.43050487272779
2011-01-21 11:00:00,54.955557146497256
2011-01-21 12:00:00,76.77530352899342
2011-01-21 13:00:00,89.65686509399801
2011-01-21 14:00:00,92.60953595484798
2011-01-21 15:00:00,92.32653441573454
2011-01-21 16:00:00,101.11086029156776
2011-01-21 17:00:00,104.26788505833737
2011-01-21 18:00:00,106.14317836653669
2011-01-21 19:00:00,118.62756546318622
2011-01-21 20:00:00,121.78477988599566
2011-01-21 21:00:00,117.89107534722267
2011-01-21 22:00:00,121.2533559490836
2011-01-21 23:00:00,139.64455886426467
2011-01-22 00:00:00,12.530469824599557
2011-01-22 01:00:00,15.01312712133158
2011-01-22 02:00:00,16.35071885700172
2011-01-22 03:00:00,18.17292350226737
2011-01-22 04:00:00,17.37088111707064
2011-01-22 06:00:00,22.458752034704176
2011-01-22 07:00:00,25.053805946092307
2011-01-22 08:00:00,27.8972714002785
2011-01-22 09:00:00,33.38211914757399
2011-01-22 10:00:00,36.558683145890825
2011-01-22 11:00:00,43.989426657804216
2011-01-22 12:00:00,48.53226896344487
2011-01-22 13:00:00,57.86055956711631
2011-01-22 14:00:00,69.6956989428454
2011-01-22 15:00:00,85.71568959820235
2011-01-22 16:00:00,97.2209341699625
2011-01-22 17:00:00,105.1054401877622
2011-01-22 18:00:00,98.67606890276325
2011-01-22 19:00:00,108.46475069741403
2011-01-22 20:00:00,99.13742728561809
2011-01-22 21:00:00,115.74946182789245
2011-01-22 22:00:00,111.93889192034402
2011-01-22 23:00:00,106.52169333130847
2011-01-23 00:00:00,10.208032271314266
2011-01-23 01:00:00,11.303800141766958
2011-01-23 02:00:00,11.166675681112878
2011-01-23 03:00:00,12.36534787433406
2011-01-23 05:00:00,16.996293190906982
2011-01-23 06:00:00,18.82073804966054
2011-01-23 07:00:00,22.3989836658423
