count_PREDICTION,season,holiday,workingday,weather,temp,humidity,windspeed,datetime_hour
2.6787942719,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.228357756451676,-0.30586903062873494,1.6171528237923583,-1.668866901223895
1.9386272472,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.228357756451676,-0.30586903062873494,-1.5676816572165306,-1.5242712637243063
1.2707096314,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.228357756451676,-0.30586903062873494,-1.5676816572165306,-1.3796756262247176
0.791221464,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.228357756451676,-0.30586903062873494,-0.22022012209244005,-1.235079988725129
0.8020219384,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.228357756451676,-0.30586903062873494,-0.22022012209244005,-1.0904843512255402
2.4134134596,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.3335994358032603,-0.09802319620773557,0.2696912886682677,-0.9458887137259516
3.9055735074,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.4388411151548446,-0.09802319620773557,0.2696912886682677,-0.8012930762263629
5.0090387444,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.4388411151548446,-0.35783048923398475,0.2696912886682677,-0.6566974387267742
5.7447603793,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.4388411151548446,-0.35783048923398475,0.7596026994289754,-0.5121018012271855
4.9014274951,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,0.9181227078879813,-1.3335994358032603,-0.5137148650497343,0.2696912886682677,-0.36750616372759687
4.3124535574,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,-0.6603175634431252,-1.228357756451676,-0.7215606994707336,0.881875396587008,-0.22291052622800817
4.4951715941,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,0.9181227078879813,-1.1231160771000919,-0.8774450752864832,-0.22022012209244005,-0.07831488872841948
4.751970666,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,0.9181227078879813,-1.0178743977485074,-1.0333294511022326,-1.5676816572165306,0.06628074877116921
4.596993826,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,0.9181227078879813,-1.1231160771000919,-0.8774450752864832,-0.7101315328531478,0.2108763862707579
4.4926727627,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,0.9181227078879813,-1.0178743977485074,-0.8774450752864832,-0.46558613853708253,0.3554720237703466
4.6188079991,-1.3498017173658001,-0.1714825994373488,0.6845848019947548,0.9181227078879813,-0.9126327183969234,-0.8774450752864832,0.024325272223624992,0.5000676612699353
